post_id,platform,post_date,content_type,category,likes,comments,shares,views,reach,hashtags_count,total_engagement,engagement_rate,post_month,post_day
765,Instagram,2025-10-29,Image,Fitness,1719,46,97,62584,39537,10,1862,4.709512608442725,October,Wednesday
766,Facebook,2025-02-01,Video,Entertainment,2505,165,127,51225,29396,12,2797,9.514899986392706,February,Saturday
767,Twitter,2025-02-24,Reel,Travel,1450,119,18,38952,23974,7,1587,6.619671310586468,February,Monday
768,Twitter,2025-12-18,Video,Food,2291,195,204,38663,28782,15,2690,9.346119102216663,December,Thursday
769,Instagram,2025-02-05,Video,Technology,1250,76,13,62381,40670,14,1339,3.292353085812638,February,Wednesday
770,Twitter,2025-04-20,Video,Travel,738,84,70,48929,34058,4,892,2.6190616007986374,April,Sunday
771,Instagram,2025-06-26,Video,Technology,782,104,42,10343,7052,4,928,13.159387407827566,June,Thursday
772,Twitter,2025-12-28,Reel,Fitness,3104,440,126,77173,66103,5,3670,5.551941666792732,December,Sunday
773,Instagram,2025-11-10,Text,Travel,3605,449,335,40791,35359,9,4389,12.412681354110692,November,Monday
774,Instagram,2025-10-22,Text,Fashion,2611,340,31,30134,21772,6,2982,13.696490905750505,October,Wednesday
775,Twitter,2025-12-02,Reel,Technology,1317,120,82,48101,32013,12,1519,4.744947365132915,December,Tuesday
776,Instagram,2025-04-07,Video,Fitness,1924,245,114,70443,41376,12,2283,5.517691415313225,April,Monday
777,Instagram,2025-08-01,Reel,Fashion,4462,265,132,58530,51722,9,4859,9.39445497080546,August,Friday
778,Facebook,2025-11-13,Video,Fashion,3181,228,154,47799,27297,13,3563,13.052716415723339,November,Thursday
779,Facebook,2025-05-17,Image,Fashion,425,26,29,5827,3811,6,480,12.595119391235896,May,Saturday
780,Facebook,2025-01-06,Reel,Fashion,4467,360,336,97143,63562,12,5163,8.122777760297033,January,Monday
781,Facebook,2025-04-19,Image,Travel,4194,239,42,63653,42147,3,4475,10.617600303698959,April,Saturday
782,Facebook,2025-02-04,Text,Entertainment,299,43,28,14699,8929,5,370,4.143801097547318,February,Tuesday
783,Instagram,2025-02-08,Video,Travel,8967,544,222,92419,76163,6,9733,12.779170988537741,February,Saturday
784,Instagram,2025-05-30,Reel,Travel,435,14,13,6313,3742,4,462,12.346338856226618,May,Friday
785,Instagram,2025-04-28,Reel,Fitness,409,36,13,14598,11272,4,458,4.0631653655074516,April,Monday
786,Twitter,2025-09-18,Text,Fitness,883,24,11,29807,17685,1,918,5.190839694656488,September,Thursday
787,Facebook,2025-03-28,Reel,Entertainment,1231,42,25,71423,41045,6,1298,3.1623827506395417,March,Friday
788,Instagram,2025-03-17,Reel,Fitness,2883,139,284,70390,61119,11,3306,5.409119913611152,March,Monday
789,Facebook,2025-11-09,Image,Food,2895,232,111,46226,28500,5,3238,11.361403508771929,November,Sunday
790,Twitter,2025-08-02,Video,Entertainment,2932,223,59,60550,50706,10,3214,6.338500374709108,August,Saturday
791,Instagram,2025-10-12,Image,Fitness,1731,214,33,81072,60043,0,1978,3.2943057475475905,October,Sunday
792,Facebook,2025-08-27,Reel,Entertainment,142,16,10,4558,2631,3,168,6.385404789053592,August,Wednesday
793,Facebook,2025-06-14,Video,Travel,7972,601,692,76308,67487,2,9265,13.72856994680457,June,Saturday
794,Facebook,2025-03-28,Reel,Travel,2698,171,89,51113,32530,11,2958,9.093144789425146,March,Friday
795,Instagram,2025-05-21,Image,Entertainment,2831,173,33,53999,45946,14,3037,6.6099334000783525,May,Wednesday
796,Twitter,2025-06-09,Image,Food,1269,153,38,56878,34643,2,1460,4.214415610657276,June,Monday
797,Twitter,2025-02-15,Reel,Food,3760,100,56,37343,31699,6,3916,12.353702009527115,February,Saturday
798,Facebook,2025-04-22,Image,Entertainment,3352,72,64,59219,32844,10,3488,10.61990013396663,April,Tuesday
799,Facebook,2025-02-14,Image,Fitness,1270,156,62,36186,26384,11,1488,5.639781685870225,February,Friday
800,Twitter,2025-09-04,Image,Technology,840,68,25,37966,31105,9,933,2.999517762417618,September,Thursday
801,Facebook,2025-04-14,Text,Food,782,28,44,34769,30498,3,854,2.800183618597941,April,Monday
802,Instagram,2025-03-26,Reel,Fashion,1508,76,49,54218,47073,14,1633,3.469079939668175,March,Wednesday
803,Facebook,2025-05-14,Video,Travel,1321,186,125,20229,16929,11,1632,9.64026227184122,May,Wednesday
804,Facebook,2025-04-18,Image,Entertainment,7405,975,677,76209,65605,7,9057,13.805350201966313,April,Friday
805,Instagram,2025-01-18,Video,Fashion,1246,139,76,28877,17895,15,1461,8.164291701592624,January,Saturday
806,Facebook,2025-04-04,Reel,Entertainment,3996,330,167,59001,38319,10,4493,11.72525379054777,April,Friday
807,Twitter,2025-05-30,Reel,Travel,4127,361,182,98137,63900,15,4670,7.308294209702661,May,Friday
808,Twitter,2025-09-03,Image,Travel,2421,355,113,39084,26654,8,2889,10.83889847677647,September,Wednesday
809,Facebook,2025-10-16,Image,Food,5304,771,400,82780,56924,2,6475,11.374815543531728,October,Thursday
810,Instagram,2025-07-28,Image,Food,2600,124,131,93892,69535,15,2855,4.105845976846193,July,Monday
811,Twitter,2025-05-06,Reel,Fashion,605,75,52,17806,10789,4,732,6.784688108258412,May,Tuesday
812,Twitter,2025-08-23,Reel,Entertainment,5943,271,564,89635,70985,3,6778,9.54849616116081,August,Saturday
813,Instagram,2025-05-02,Image,Travel,626,29,25,38034,23149,13,680,2.937491900298069,May,Friday
814,Twitter,2025-05-18,Image,Fashion,1528,164,92,41317,27211,11,1784,6.556172136268421,May,Sunday
815,Twitter,2025-04-25,Image,Technology,3013,218,55,56468,41005,15,3286,8.013656871113279,April,Friday
816,Facebook,2025-06-11,Text,Fashion,1991,280,55,20094,16652,9,2326,13.968292097045401,June,Wednesday
817,Facebook,2025-07-20,Image,Fitness,3207,101,151,58796,47555,14,3459,7.273683103774577,July,Sunday
818,Instagram,2025-08-22,Reel,Fashion,913,78,26,11589,8992,5,1017,11.310053380782918,August,Friday
819,Instagram,2025-01-28,Reel,Fitness,2224,310,197,58221,35195,10,2731,7.759624946725387,January,Tuesday
820,Instagram,2025-01-11,Video,Fitness,196,26,4,2657,1970,9,226,11.472081218274113,January,Saturday
821,Twitter,2025-07-25,Image,Fitness,4585,184,233,99300,57654,3,5002,8.675894127033684,July,Friday
822,Instagram,2025-06-16,Image,Technology,3003,203,193,40531,27645,7,3399,12.29517091698318,June,Monday
823,Instagram,2025-09-04,Reel,Fashion,2259,226,163,53227,36978,2,2648,7.161014657363839,September,Thursday
824,Instagram,2025-02-16,Reel,Fashion,188,7,8,4164,2348,10,203,8.645655877342419,February,Sunday
825,Facebook,2025-09-03,Reel,Technology,5043,735,444,94078,60764,4,6222,10.23961556184583,September,Wednesday
826,Twitter,2025-05-07,Video,Travel,4640,644,283,84973,75156,12,5567,7.407259566767789,May,Wednesday
827,Instagram,2025-05-27,Image,Food,1285,53,63,42247,37336,15,1401,3.7524105421041356,May,Tuesday
828,Instagram,2025-04-28,Text,Fashion,407,14,6,20601,13870,15,427,3.0785868781542898,April,Monday
829,Facebook,2025-06-01,Reel,Food,1162,36,60,94966,53663,0,1258,2.3442595456832453,June,Sunday
830,Facebook,2025-03-13,Image,Entertainment,3393,469,284,51599,31613,12,4146,13.11485781165976,March,Thursday
831,Instagram,2025-12-29,Text,Entertainment,2176,98,142,72545,49858,14,2416,4.845761963977697,December,Monday
832,Facebook,2025-05-17,Reel,Technology,201,14,17,5552,4895,5,232,4.739530132788559,May,Saturday
833,Instagram,2025-06-24,Reel,Entertainment,584,45,31,10417,6244,10,660,10.57014734144779,June,Tuesday
834,Instagram,2025-10-16,Reel,Entertainment,2531,247,52,59579,48689,4,2830,5.812401158372528,October,Thursday
835,Facebook,2025-01-19,Reel,Travel,2873,84,32,69207,40696,7,2989,7.344702182032632,January,Sunday
836,Instagram,2025-07-14,Reel,Travel,2366,117,88,73055,65270,8,2571,3.939022521832389,July,Monday
837,Twitter,2025-11-26,Image,Travel,6284,886,457,79270,54186,7,7627,14.075591481194405,November,Wednesday
838,Instagram,2025-06-24,Video,Entertainment,407,56,33,4722,3878,15,496,12.790097988653946,June,Tuesday
839,Facebook,2025-12-20,Text,Technology,5091,618,186,71442,47859,7,5895,12.31743245784492,December,Saturday
840,Facebook,2025-05-21,Image,Fitness,4512,101,246,96632,74376,11,4859,6.533021404754222,May,Wednesday
841,Instagram,2025-09-03,Video,Fitness,2437,152,116,41031,25324,13,2705,10.681566893065867,September,Wednesday
842,Facebook,2025-04-03,Video,Food,1658,168,77,80235,48229,12,1903,3.945758775840262,April,Thursday
843,Instagram,2025-08-27,Video,Fitness,411,22,12,22438,19707,2,445,2.258080884964733,August,Wednesday
844,Twitter,2025-07-24,Reel,Fitness,1146,158,25,59819,52112,3,1329,2.5502763279091187,July,Thursday
845,Instagram,2025-02-17,Text,Travel,3036,310,84,44856,38603,15,3430,8.88531979379841,February,Monday
846,Instagram,2025-09-02,Image,Travel,1742,51,26,34576,26585,14,1819,6.8422042505172085,September,Tuesday
847,Instagram,2025-11-16,Image,Entertainment,2567,354,71,42938,35762,10,2992,8.366422459593982,November,Sunday
848,Twitter,2025-11-13,Image,Food,595,85,6,50028,28724,3,686,2.388246762289375,November,Thursday
849,Facebook,2025-10-22,Text,Fashion,2526,76,167,60807,40568,14,2769,6.825576809307829,October,Wednesday
850,Facebook,2025-05-08,Reel,Food,3081,274,118,50877,33568,14,3473,10.346163012392754,May,Thursday
851,Instagram,2025-12-10,Image,Food,4904,291,478,98783,76307,13,5673,7.434442449578675,December,Wednesday
852,Facebook,2025-10-09,Reel,Technology,2795,198,76,44461,29992,10,3069,10.23272872766071,October,Thursday
853,Instagram,2025-01-17,Text,Entertainment,2462,106,101,94474,56871,4,2669,4.693077315327671,January,Friday
854,Twitter,2025-03-12,Reel,Technology,3187,303,134,41469,31465,12,3624,11.517559192753854,March,Wednesday
855,Instagram,2025-09-26,Text,Food,5539,800,59,84136,70256,8,6398,9.106695513550445,September,Friday
856,Instagram,2025-11-21,Image,Food,602,51,51,21435,14656,11,704,4.8034934497816595,November,Friday
857,Instagram,2025-10-09,Reel,Food,2216,68,28,85117,50754,8,2312,4.555305985735114,October,Thursday
858,Facebook,2025-11-01,Video,Fitness,778,78,73,15191,9400,9,929,9.882978723404255,November,Saturday
859,Facebook,2025-01-07,Reel,Technology,5589,358,504,85726,54274,12,6451,11.88598592327818,January,Tuesday
860,Instagram,2025-11-10,Reel,Food,1144,150,66,28386,18591,11,1360,7.315367651013932,November,Monday
861,Twitter,2025-11-01,Reel,Travel,1162,88,68,32721,25358,13,1318,5.197570786339617,November,Saturday
862,Facebook,2025-04-13,Reel,Entertainment,4525,203,311,55786,42415,0,5039,11.880231050335965,April,Sunday
863,Facebook,2025-11-05,Image,Entertainment,1014,45,45,14704,11669,13,1104,9.460964949867169,November,Wednesday
864,Instagram,2025-07-12,Video,Travel,2528,303,172,57635,39011,13,3003,7.69782881751301,July,Saturday
865,Instagram,2025-08-29,Text,Entertainment,180,9,2,3123,2618,7,191,7.295645530939648,August,Friday
866,Facebook,2025-03-03,Text,Fitness,2303,275,34,91710,56991,15,2612,4.583179800319349,March,Monday
867,Instagram,2025-01-17,Image,Fitness,3778,176,193,63993,45701,13,4147,9.074199689284699,January,Friday
868,Instagram,2025-06-20,Image,Fashion,3763,232,223,81122,67357,0,4218,6.26215538102944,June,Friday
869,Twitter,2025-01-25,Image,Fashion,7220,581,649,98512,60393,15,8450,13.991687778384913,January,Saturday
870,Twitter,2025-09-08,Reel,Fashion,1057,150,20,26416,15544,1,1227,7.8937210499228,September,Monday
871,Instagram,2025-09-10,Reel,Entertainment,165,23,13,2814,2418,6,201,8.312655086848634,September,Wednesday
872,Instagram,2025-07-26,Image,Fitness,4081,191,117,79537,53291,14,4389,8.235912255352686,July,Saturday
873,Facebook,2025-01-29,Video,Fitness,4518,300,205,51258,40460,7,5023,12.4147305981216,January,Wednesday
874,Instagram,2025-04-27,Reel,Fitness,979,38,37,17508,9784,0,1054,10.772690106295993,April,Sunday
875,Instagram,2025-10-09,Reel,Travel,4440,383,204,86166,68201,14,5027,7.370859664814298,October,Thursday
876,Instagram,2025-05-24,Video,Fitness,4850,387,114,79916,52795,2,5351,10.135429491429113,May,Saturday
877,Facebook,2025-01-25,Reel,Travel,1643,225,90,36699,20900,6,1958,9.368421052631579,January,Saturday
878,Facebook,2025-11-06,Video,Fashion,2502,352,205,47335,36137,12,3059,8.465008163378256,November,Thursday
879,Instagram,2025-06-05,Image,Fashion,1189,83,59,47806,30322,8,1331,4.389552140360134,June,Thursday
880,Instagram,2025-03-14,Reel,Entertainment,3588,301,194,78853,54044,7,4083,7.55495522167123,March,Friday
881,Instagram,2025-04-30,Reel,Fashion,1669,227,144,64768,37449,7,2040,5.447408475526716,April,Wednesday
882,Facebook,2025-11-08,Text,Entertainment,2463,307,181,36739,22098,14,2951,13.35414969680514,November,Saturday
883,Instagram,2025-11-17,Reel,Food,1253,25,67,35785,23413,8,1345,5.744671763550165,November,Monday
884,Instagram,2025-04-03,Reel,Food,2209,136,73,32980,19175,9,2418,12.610169491525426,April,Thursday
885,Twitter,2025-03-27,Image,Technology,5753,430,515,90335,78482,2,6698,8.534441018322672,March,Thursday
886,Instagram,2025-12-02,Video,Entertainment,4393,219,272,95702,52838,7,4884,9.243347590749082,December,Tuesday
887,Facebook,2025-12-30,Image,Technology,4596,211,137,86016,61875,0,4944,7.990303030303031,December,Tuesday
888,Instagram,2025-04-28,Image,Technology,50,1,1,2609,1547,15,52,3.361344537815126,April,Monday
889,Instagram,2025-08-21,Reel,Food,2546,263,209,67253,44231,7,3018,6.823268748163053,August,Thursday
890,Instagram,2025-07-18,Text,Entertainment,2261,122,31,86481,75594,12,2414,3.193375135592772,July,Friday
891,Facebook,2025-07-25,Image,Food,4598,123,456,92128,55884,6,5177,9.263832223892349,July,Friday
892,Twitter,2025-12-05,Video,Technology,1673,83,36,29141,25878,12,1792,6.924800989257285,December,Friday
893,Twitter,2025-05-27,Reel,Entertainment,1886,234,153,31009,19288,14,2273,11.784529240978847,May,Tuesday
894,Instagram,2025-09-28,Image,Technology,264,34,12,7782,6299,7,310,4.9214160977933,September,Sunday
895,Facebook,2025-05-19,Reel,Fitness,2515,208,136,93072,68997,0,2859,4.143658419931302,May,Monday
896,Instagram,2025-06-30,Reel,Entertainment,1403,103,125,26933,23150,5,1631,7.045356371490281,June,Monday
897,Instagram,2025-01-30,Reel,Entertainment,6549,963,308,78154,58138,6,7820,13.45075509993464,January,Thursday
898,Twitter,2025-02-26,Image,Technology,624,28,36,9307,6860,13,688,10.029154518950437,February,Wednesday
899,Instagram,2025-08-20,Video,Fitness,3567,171,51,93207,57640,10,3789,6.573560027758502,August,Wednesday
900,Instagram,2025-05-26,Reel,Travel,3353,194,34,76874,46753,4,3581,7.659401535730328,May,Monday
901,Instagram,2025-02-17,Reel,Food,973,41,31,39346,34261,13,1045,3.050115291439246,February,Monday
902,Instagram,2025-07-13,Image,Technology,4076,282,290,51772,34415,4,4648,13.505738776696209,July,Sunday
903,Instagram,2025-08-12,Reel,Entertainment,4307,596,90,73084,49713,6,4993,10.043650554181,August,Tuesday
904,Facebook,2025-05-16,Image,Food,1629,162,32,41149,33575,14,1823,5.429635145197319,May,Friday
905,Instagram,2025-01-22,Reel,Food,4607,338,216,87700,58635,10,5161,8.80191012194082,January,Wednesday
906,Twitter,2025-01-06,Image,Food,779,110,53,28526,25194,14,942,3.7389854727316028,January,Monday
907,Twitter,2025-07-23,Text,Travel,9211,242,682,97758,79015,15,10135,12.826678478769853,July,Wednesday
908,Instagram,2025-08-27,Video,Fashion,2466,116,64,86712,65823,2,2646,4.019871473497106,August,Wednesday
909,Instagram,2025-07-04,Video,Technology,5057,473,86,69477,59633,5,5616,9.417604346586621,July,Friday
910,Instagram,2025-12-26,Image,Fashion,169,16,15,6695,3798,6,200,5.26592943654555,December,Friday
911,Facebook,2025-10-19,Video,Fashion,2358,59,78,40169,25707,0,2495,9.705527677286343,October,Sunday
912,Instagram,2025-12-01,Text,Fashion,3407,246,295,48947,34887,11,3948,11.316536245592914,December,Monday
913,Facebook,2025-08-08,Text,Food,2651,276,232,48224,30354,1,3159,10.407195097845424,August,Friday
914,Instagram,2025-04-26,Video,Fitness,3093,342,245,46865,37977,15,3680,9.69007557205677,April,Saturday
915,Facebook,2025-11-09,Video,Food,2528,260,63,26553,23146,11,2851,12.317463060572022,November,Sunday
916,Instagram,2025-02-18,Reel,Food,1194,73,100,61410,42883,3,1367,3.18774339481846,February,Tuesday
917,Instagram,2025-06-22,Text,Entertainment,3267,105,258,91895,61546,12,3630,5.898027491632275,June,Sunday
918,Twitter,2025-03-23,Reel,Entertainment,1025,77,65,25816,22886,15,1167,5.099187276063969,March,Sunday
919,Twitter,2025-11-18,Video,Fashion,4697,172,189,56026,39537,7,5058,12.793079899840656,November,Tuesday
920,Instagram,2025-11-29,Video,Food,2197,314,73,51705,37287,10,2584,6.930029232708451,November,Saturday
921,Twitter,2025-02-14,Reel,Fashion,3949,322,82,62922,42351,12,4353,10.278387759438974,February,Friday
922,Facebook,2025-12-01,Image,Entertainment,5755,352,321,74914,65050,13,6428,9.88162951575711,December,Monday
923,Twitter,2025-01-20,Reel,Fitness,88,10,5,2881,2158,9,103,4.7729379054680265,January,Monday
924,Twitter,2025-08-09,Video,Technology,1454,123,61,40567,33133,5,1638,4.943711707361241,August,Saturday
925,Instagram,2025-05-03,Reel,Fashion,1941,117,102,48365,40342,0,2160,5.354221406970403,May,Saturday
926,Instagram,2025-08-22,Image,Fitness,3282,412,140,80211,53713,9,3834,7.137936812317316,August,Friday
927,Instagram,2025-08-09,Reel,Technology,2167,287,146,71122,49912,4,2600,5.209168135919217,August,Saturday
928,Facebook,2025-11-19,Video,Travel,483,51,44,26006,22026,6,578,2.6241714337601016,November,Wednesday
929,Facebook,2025-12-05,Reel,Fashion,3084,80,76,42198,28573,14,3240,11.339376334301614,December,Friday
930,Instagram,2025-01-03,Image,Fashion,2299,215,101,23831,19729,12,2615,13.254599827664858,January,Friday
931,Instagram,2025-07-01,Reel,Travel,831,99,18,17459,15352,5,948,6.175091193329859,July,Tuesday
932,Twitter,2025-07-25,Reel,Travel,1383,52,91,33443,25688,12,1526,5.9405169729056375,July,Friday
933,Twitter,2025-11-16,Reel,Fashion,726,36,54,43316,35067,12,816,2.326974078193173,November,Sunday
934,Facebook,2025-02-09,Reel,Travel,7111,958,667,97131,80792,11,8736,10.812951777403704,February,Sunday
935,Instagram,2025-02-28,Reel,Food,5679,128,199,65486,55385,8,6006,10.844091360476664,February,Friday
936,Instagram,2025-03-03,Reel,Technology,164,19,15,6877,4733,7,198,4.183393196703993,March,Monday
937,Instagram,2025-05-12,Image,Technology,828,67,12,40553,23031,14,907,3.938170292214841,May,Monday
938,Twitter,2025-03-01,Reel,Technology,404,31,25,5922,4090,3,460,11.246943765281173,March,Saturday
939,Instagram,2025-11-27,Video,Food,364,7,5,5686,4468,12,376,8.415398388540735,November,Thursday
940,Facebook,2025-05-02,Image,Travel,585,74,52,33766,23893,10,711,2.9757669610346125,May,Friday
941,Instagram,2025-04-17,Image,Fitness,5407,361,311,80943,65736,11,6079,9.247596446391627,April,Thursday
942,Facebook,2025-04-06,Video,Travel,1133,102,79,33006,22277,4,1314,5.898460295371908,April,Sunday
943,Facebook,2025-12-13,Reel,Fashion,1423,153,120,32422,25034,6,1696,6.774786290644723,December,Saturday
944,Twitter,2025-08-23,Reel,Entertainment,787,87,18,13205,8124,7,892,10.979812900049236,August,Saturday
945,Instagram,2025-03-03,Reel,Technology,7192,1037,96,87590,71147,4,8325,11.701125838053606,March,Monday
946,Instagram,2025-09-13,Video,Travel,1091,97,97,24527,18174,8,1285,7.070540332342907,September,Saturday
947,Instagram,2025-02-18,Video,Fitness,1385,99,53,19443,12082,13,1537,12.721403741102467,February,Tuesday
948,Twitter,2025-12-14,Image,Fashion,693,99,14,17524,11428,9,806,7.052852642632132,December,Sunday
949,Twitter,2025-06-08,Video,Food,2304,238,120,29202,23712,11,2662,11.22638326585695,June,Sunday
950,Facebook,2025-05-04,Video,Food,3271,192,208,66552,47844,3,3671,7.672853440347797,May,Sunday
951,Facebook,2025-11-13,Image,Fitness,3236,117,41,47142,29492,3,3394,11.508205615082057,November,Thursday
952,Facebook,2025-07-26,Image,Fashion,6170,799,214,62692,55704,12,7183,12.894944707740915,July,Saturday
953,Instagram,2025-02-17,Reel,Technology,1917,128,24,83384,66731,7,2069,3.100508009770571,February,Monday
954,Twitter,2025-05-16,Reel,Travel,2198,232,105,21855,19341,0,2535,13.10687141306034,May,Friday
955,Instagram,2025-07-20,Text,Fashion,6079,493,550,84747,59279,7,7122,12.014372712090285,July,Sunday
956,Instagram,2025-09-07,Text,Food,4357,199,428,61372,43959,4,4984,11.337837530426079,September,Sunday
957,Facebook,2025-11-10,Reel,Fitness,904,88,60,26095,22553,12,1052,4.664567906708641,November,Monday
958,Instagram,2025-12-23,Video,Fitness,2929,81,71,39724,29148,13,3081,10.57019349526554,December,Tuesday
959,Instagram,2025-11-14,Reel,Travel,4207,310,385,50241,40069,10,4902,12.233896528488357,November,Friday
960,Facebook,2025-10-22,Reel,Fitness,1654,150,93,53003,33829,0,1897,5.607614768393981,October,Wednesday
961,Instagram,2025-11-10,Image,Fitness,5646,432,134,69379,49006,3,6212,12.675998857282783,November,Monday
962,Facebook,2025-07-28,Video,Fashion,1420,166,131,95837,56851,1,1717,3.020175546604281,July,Monday
963,Instagram,2025-12-21,Reel,Technology,2024,258,158,92996,57852,3,2440,4.217658853626495,December,Sunday
964,Instagram,2025-07-30,Video,Travel,3996,480,303,98454,54182,7,4779,8.820272415193237,July,Wednesday
965,Instagram,2025-07-11,Reel,Fashion,4167,104,307,95283,53715,4,4578,8.522759005864284,July,Friday
966,Instagram,2025-02-13,Reel,Technology,1279,57,35,16972,15139,0,1371,9.056080322346258,February,Thursday
967,Facebook,2025-01-29,Image,Fashion,1306,117,37,94846,60210,6,1460,2.424846371034712,January,Wednesday
968,Instagram,2025-02-28,Video,Entertainment,2171,307,156,23927,18714,0,2634,14.075024046168643,February,Friday
969,Facebook,2025-03-12,Video,Fashion,1395,179,41,67630,57058,8,1615,2.830453223036209,March,Wednesday
970,Facebook,2025-04-02,Image,Fitness,1359,176,67,53347,39622,2,1602,4.043208318610873,April,Wednesday
971,Facebook,2025-09-22,Image,Technology,1160,68,93,89860,54239,11,1321,2.4355168789985067,September,Monday
972,Twitter,2025-08-08,Reel,Travel,5382,408,433,87210,70190,2,6223,8.865935318421428,August,Friday
973,Facebook,2025-08-03,Image,Travel,6068,492,308,70518,53599,14,6868,12.813671896863749,August,Sunday
974,Instagram,2025-10-04,Video,Technology,3230,130,262,46283,37301,14,3622,9.710195437119648,October,Saturday
975,Instagram,2025-03-05,Image,Fitness,6898,165,589,82326,67458,5,7652,11.343354383468233,March,Wednesday
976,Instagram,2025-12-12,Text,Food,251,35,17,13205,11770,15,303,2.5743415463041632,December,Friday
977,Facebook,2025-10-19,Image,Fashion,5062,259,154,90874,68223,9,5475,8.025152807704147,October,Sunday
978,Instagram,2025-09-02,Video,Fitness,607,31,21,13748,9205,5,659,7.159152634437806,September,Tuesday
979,Facebook,2025-03-03,Text,Entertainment,1199,36,45,22097,17168,12,1280,7.455731593662628,March,Monday
980,Facebook,2025-11-28,Reel,Technology,63,8,1,4092,2348,10,72,3.0664395229982966,November,Friday
981,Instagram,2025-06-19,Image,Fashion,4150,395,143,54311,46929,10,4688,9.989558695049968,June,Thursday
982,Twitter,2025-09-26,Reel,Travel,985,105,28,23692,14020,5,1118,7.974322396576319,September,Friday
983,Instagram,2025-09-24,Video,Food,1595,220,81,24862,16526,12,1896,11.472830691032312,September,Wednesday
984,Instagram,2025-02-23,Video,Entertainment,5233,339,480,91396,76362,0,6052,7.925407925407925,February,Sunday
985,Facebook,2025-01-16,Image,Travel,2135,215,41,80507,61109,4,2391,3.9126806198759594,January,Thursday
986,Facebook,2025-01-08,Image,Technology,4734,118,354,81152,55814,11,5206,9.327408893825922,January,Wednesday
987,Facebook,2025-04-14,Reel,Fashion,1904,84,136,71469,51150,5,2124,4.152492668621701,April,Monday
988,Instagram,2025-02-28,Video,Technology,539,69,10,5926,5031,7,618,12.283840190816935,February,Friday
989,Instagram,2025-11-09,Video,Fashion,5020,600,467,92299,61748,12,6087,9.857809159810845,November,Sunday
990,Twitter,2025-02-09,Reel,Fitness,151,9,9,4969,4245,0,169,3.9811542991755005,February,Sunday
991,Twitter,2025-08-25,Reel,Food,2479,171,105,36733,21336,4,2755,12.912448443944507,August,Monday
992,Facebook,2025-04-04,Image,Fitness,4183,373,326,70855,58234,2,4882,8.38341862142391,April,Friday
993,Instagram,2025-08-10,Reel,Fitness,987,19,32,42743,36188,1,1038,2.868354150547143,August,Sunday
994,Facebook,2025-07-23,Image,Technology,2073,106,150,40876,25082,10,2329,9.285543417590304,July,Wednesday
995,Instagram,2025-05-18,Reel,Food,677,31,9,21323,14939,7,717,4.7995180400294535,May,Sunday
996,Instagram,2025-10-27,Reel,Fashion,1063,55,90,17428,10594,6,1208,11.402680762695866,October,Monday
997,Twitter,2025-07-26,Text,Fashion,2887,360,145,35578,28366,9,3392,11.957977860819291,July,Saturday
998,Instagram,2025-12-02,Image,Entertainment,7605,428,511,87486,64509,6,8544,13.244663535320653,December,Tuesday
999,Twitter,2025-03-22,Image,Travel,3531,158,105,65140,50311,4,3794,7.541094392876309,March,Saturday
1000,Instagram,2025-08-06,Image,Entertainment,3437,294,243,84829,52489,11,3974,7.571110137362114,August,Wednesday
